date,type,tokens,requests
2022-04-25,Generation,6292,3
2022-04-25,Embedding,1587,3
2022-04-25,Summarization,3602,1
2022-04-26,Generation,6378,1
2022-04-26,Embedding,1531,2
2022-04-26,Summarization,3670,2
2022-04-27,Generation,6134,1
2022-04-27,Embedding,1494,2
2022-04-27,Summarization,3924,3
2022-04-28,Generation,6059,3
2022-04-28,Embedding,1538,1
2022-04-28,Summarization,3928,3
2022-04-29,Generation,6712,4
2022-04-29,Embedding,1581,5
2022-04-29,Summarization,3683,1
2022-04-30,Generation,6581,5
2022-04-30,Embedding,1634,2
2022-04-30,Summarization,3765,1
2022-05-01,Generation,6122,4
2022-05-01,Embedding,1563,1
2022-05-01,Summarization,3413,3
2022-05-02,Generation,6784,5
2022-05-02,Embedding,1524,3
2022-05-02,Summarization,4162,4
2022-05-03,Generation,6244,5
2022-05-03,Embedding,1630,1
2022-05-03,Summarization,3671,4
2022-05-04,Generation,6063,2
2022-05-04,Embedding,1438,1
2022-05-04,Summarization,3299,1
2022-05-05,Generation,6743,2
2022-05-05,Embedding,1485,1
2022-05-05,Summarization,3333,1
2022-05-06,Generation,6250,1
2022-05-06,Embedding,1517,2
2022-05-06,Summarization,3790,4
2022-05-07,Generation,6591,4
2022-05-07,Embedding,1551,5
2022-05-07,Summarization,3850,1
2022-05-08,Generation,6357,1
2022-05-08,Embedding,1632,1
2022-05-08,Summarization,3840,3
2022-05-09,Generation,6425,2
2022-05-09,Embedding,1580,1
2022-05-09,Summarization,3786,1
2022-05-10,Generation,6196,4
2022-05-10,Embedding,1573,3
2022-05-10,Summarization,3677,2
2022-05-11,Generation,6708,2
2022-05-11,Embedding,1688,5
2022-05-11,Summarization,3770,3
2022-05-12,Generation,6330,5
2022-05-12,Embedding,1418,4
2022-05-12,Summarization,3665,4
2022-05-13,Generation,6393,3
2022-05-13,Embedding,1406,4
2022-05-13,Summarization,3816,1
2022-05-14,Generation,5671,5
2022-05-14,Embedding,1642,5
2022-05-14,Summarization,3676,3
2022-05-15,Generation,6592,2
2022-05-15,Embedding,1368,5
2022-05-15,Summarization,3688,4
2022-05-16,Generation,6387,1
2022-05-16,Embedding,1561,1
2022-05-16,Summarization,3450,3
2022-05-17,Generation,6630,5
2022-05-17,Embedding,1651,2
2022-05-17,Summarization,3543,3
2022-05-18,Generation,6746,1
2022-05-18,Embedding,1515,2
2022-05-18,Summarization,3898,4
2022-05-19,Generation,6553,5
2022-05-19,Embedding,1503,1
2022-05-19,Summarization,3956,5
2022-05-20,Generation,6149,1
2022-05-20,Embedding,1507,1
2022-05-20,Summarization,3585,4
2022-05-21,Generation,6260,1
2022-05-21,Embedding,1665,2
2022-05-21,Summarization,3868,1
2022-05-22,Generation,5914,4
2022-05-22,Embedding,1590,1
2022-05-22,Summarization,3735,4
2022-05-23,Generation,6514,3
2022-05-23,Embedding,1638,1
2022-05-23,Summarization,3477,1
2022-05-24,Generation,6273,3
2022-05-24,Embedding,1553,3
2022-05-24,Summarization,3863,2
2022-05-25,Generation,6361,5
2022-05-25,Embedding,1679,2
2022-05-25,Summarization,3867,4
2022-05-26,Generation,6367,2
2022-05-26,Embedding,1646,3
2022-05-26,Summarization,3695,2
2022-05-27,Generation,6380,2
2022-05-27,Embedding,1466,5
2022-05-27,Summarization,3630,1
2022-05-28,Generation,6111,3
2022-05-28,Embedding,1434,1
2022-05-28,Summarization,4092,3
2022-05-29,Generation,6679,1
2022-05-29,Embedding,1503,2
2022-05-29,Summarization,3700,4
2022-05-30,Generation,6400,3
2022-05-30,Embedding,1681,1
2022-05-30,Summarization,3901,2
2022-05-31,Generation,6650,1
2022-05-31,Embedding,1532,4
2022-05-31,Summarization,3703,4
2022-06-01,Generation,6447,4
2022-06-01,Embedding,1478,1
2022-06-01,Summarization,3790,3
2022-06-02,Generation,5879,5
2022-06-02,Embedding,1565,1
2022-06-02,Summarization,3247,2
2022-06-03,Generation,6806,3
2022-06-03,Embedding,1719,1
2022-06-03,Summarization,3374,5
2022-06-04,Generation,6561,2
2022-06-04,Embedding,1543,1
2022-06-04,Summarization,3533,1
2022-06-05,Generation,6664,5
2022-06-05,Embedding,1638,2
2022-06-05,Summarization,3841,3
2022-06-06,Generation,7067,4
2022-06-06,Embedding,1588,1
2022-06-06,Summarization,3836,4
2022-06-07,Generation,6052,1
2022-06-07,Embedding,1453,3
2022-06-07,Summarization,3998,1
2022-06-08,Generation,6506,3
2022-06-08,Embedding,1693,2
2022-06-08,Summarization,3295,4
2022-06-09,Generation,6303,3
2022-06-09,Embedding,1526,1
2022-06-09,Summarization,3580,2
2022-06-10,Generation,6579,4
2022-06-10,Embedding,1524,1
2022-06-10,Summarization,3421,2
2022-06-11,Generation,6236,2
2022-06-11,Embedding,1774,2
2022-06-11,Summarization,3923,1
2022-06-12,Generation,6597,1
2022-06-12,Embedding,1530,1
2022-06-12,Summarization,3525,2
2022-06-13,Generation,6310,5
2022-06-13,Embedding,1423,5
2022-06-13,Summarization,3541,3
2022-06-14,Generation,6580,3
2022-06-14,Embedding,1550,3
2022-06-14,Summarization,3237,2
2022-06-15,Generation,6858,1
2022-06-15,Embedding,1382,2
2022-06-15,Summarization,3617,4
2022-06-16,Generation,6570,5
2022-06-16,Embedding,1695,3
2022-06-16,Summarization,3248,2
2022-06-17,Generation,6768,2
2022-06-17,Embedding,1690,1
2022-06-17,Summarization,3429,2
2022-06-18,Generation,6709,4
2022-06-18,Embedding,1563,1
2022-06-18,Summarization,4113,1
2022-06-19,Generation,6835,1
2022-06-19,Embedding,1733,2
2022-06-19,Summarization,3599,3
2022-06-20,Generation,6542,5
2022-06-20,Embedding,1743,2
2022-06-20,Summarization,3562,3
2022-06-21,Generation,6502,3
2022-06-21,Embedding,1464,1
2022-06-21,Summarization,3795,3
2022-06-22,Generation,6168,3
2022-06-22,Embedding,1657,5
2022-06-22,Summarization,3593,2
2022-06-23,Generation,6876,5
2022-06-23,Embedding,1624,2
2022-06-23,Summarization,3630,4
2022-06-24,Generation,6521,2
2022-06-24,Embedding,1581,1
2022-06-24,Summarization,3568,5
2022-06-25,Generation,6564,3
2022-06-25,Embedding,1624,1
2022-06-25,Summarization,3818,2
2022-06-26,Generation,6425,2
2022-06-26,Embedding,1605,1
2022-06-26,Summarization,3774,1
2022-06-27,Generation,6279,2
2022-06-27,Embedding,1694,2
2022-06-27,Summarization,3956,3
2022-06-28,Generation,5931,2
2022-06-28,Embedding,1731,1
2022-06-28,Summarization,3511,4
2022-06-29,Generation,6378,4
2022-06-29,Embedding,1744,2
2022-06-29,Summarization,3126,2
2022-06-30,Generation,6474,4
2022-06-30,Embedding,1668,2
2022-06-30,Summarization,3746,3
2022-07-01,Generation,5892,1
2022-07-01,Embedding,1810,5
2022-07-01,Summarization,3456,4
2022-07-02,Generation,7014,2
2022-07-02,Embedding,1672,4
2022-07-02,Summarization,3622,3
2022-07-03,Generation,6601,4
2022-07-03,Embedding,1554,4
2022-07-03,Summarization,3479,1
2022-07-04,Generation,6611,3
2022-07-04,Embedding,1593,1
2022-07-04,Summarization,3333,4
2022-07-05,Generation,6447,1
2022-07-05,Embedding,1562,1
2022-07-05,Summarization,3343,2
2022-07-06,Generation,7030,4
2022-07-06,Embedding,1685,1
2022-07-06,Summarization,3786,1
2022-07-07,Generation,5982,1
2022-07-07,Embedding,1708,3
2022-07-07,Summarization,3633,3
2022-07-08,Generation,6901,1
2022-07-08,Embedding,1602,3
2022-07-08,Summarization,3776,4
2022-07-09,Generation,6287,4
2022-07-09,Embedding,1772,3
2022-07-09,Summarization,3333,5
2022-07-10,Generation,6219,3
2022-07-10,Embedding,1503,4
2022-07-10,Summarization,3162,3
2022-07-11,Generation,6666,1
2022-07-11,Embedding,1626,1
2022-07-11,Summarization,3618,5
2022-07-12,Generation,6286,2
2022-07-12,Embedding,1512,2
2022-07-12,Summarization,3748,1
2022-07-13,Generation,6888,4
2022-07-13,Embedding,1450,3
2022-07-13,Summarization,3407,1
2022-07-14,Generation,6719,3
2022-07-14,Embedding,1547,3
2022-07-14,Summarization,3579,1
2022-07-15,Generation,6557,4
2022-07-15,Embedding,1705,3
2022-07-15,Summarization,3269,2
2022-07-16,Generation,6444,3
2022-07-16,Embedding,1684,5
2022-07-16,Summarization,3854,3
2022-07-17,Generation,6582,3
2022-07-17,Embedding,1725,2
2022-07-17,Summarization,3365,3
2022-07-18,Generation,7151,5
2022-07-18,Embedding,1778,2
2022-07-18,Summarization,3726,2
2022-07-19,Generation,6793,1
2022-07-19,Embedding,1619,1
2022-07-19,Summarization,3471,4
2022-07-20,Generation,6682,3
2022-07-20,Embedding,1567,2
2022-07-20,Summarization,3345,2
2022-07-21,Generation,6681,2
2022-07-21,Embedding,1645,1
2022-07-21,Summarization,3259,3
2022-07-22,Generation,7260,5
2022-07-22,Embedding,1580,4
2022-07-22,Summarization,3317,3
2022-07-23,Generation,6546,4
2022-07-23,Embedding,1693,1
2022-07-23,Summarization,3364,4
2022-07-24,Generation,7073,3
2022-07-24,Embedding,1762,1
2022-07-24,Summarization,3701,1
2022-07-25,Generation,6657,1
2022-07-25,Embedding,1747,1
2022-07-25,Summarization,3170,1
2022-07-26,Generation,6863,5
2022-07-26,Embedding,1696,3
2022-07-26,Summarization,3434,3
2022-07-27,Generation,6370,1
2022-07-27,Embedding,1736,2
2022-07-27,Summarization,3475,1
2022-07-28,Generation,6265,2
2022-07-28,Embedding,1606,2
2022-07-28,Summarization,3298,2
2022-07-29,Generation,6493,3
2022-07-29,Embedding,1707,1
2022-07-29,Summarization,3771,3
2022-07-30,Generation,6954,4
2022-07-30,Embedding,1614,1
2022-07-30,Summarization,3681,4
2022-07-31,Generation,6374,5
2022-07-31,Embedding,1519,2
2022-07-31,Summarization,3158,1
2022-08-01,Generation,6797,2
2022-08-01,Embedding,1525,3
2022-08-01,Summarization,3537,3
2022-08-02,Generation,6316,4
2022-08-02,Embedding,1791,1
2022-08-02,Summarization,3849,4
2022-08-03,Generation,6712,3
2022-08-03,Embedding,1576,2
2022-08-03,Summarization,3245,3
2022-08-04,Generation,6656,5
2022-08-04,Embedding,1691,3
2022-08-04,Summarization,3245,4
2022-08-05,Generation,6980,1
2022-08-05,Embedding,1718,2
2022-08-05,Summarization,3165,3
2022-08-06,Generation,6679,3
2022-08-06,Embedding,1641,2
2022-08-06,Summarization,3357,5
2022-08-07,Generation,6296,5
2022-08-07,Embedding,1581,2
2022-08-07,Summarization,3610,2
2022-08-08,Generation,6465,3
2022-08-08,Embedding,1636,3
2022-08-08,Summarization,3210,1
2022-08-09,Generation,6339,4
2022-08-09,Embedding,1633,2
2022-08-09,Summarization,3527,2
2022-08-10,Generation,6438,2
2022-08-10,Embedding,1531,2
2022-08-10,Summarization,3666,3
2022-08-11,Generation,7113,4
2022-08-11,Embedding,1661,3
2022-08-11,Summarization,3406,1
2022-08-12,Generation,7228,2
2022-08-12,Embedding,1784,2
2022-08-12,Summarization,2984,2
2022-08-13,Generation,6778,2
2022-08-13,Embedding,1465,1
2022-08-13,Summarization,3331,3
2022-08-14,Generation,7222,3
2022-08-14,Embedding,1649,3
2022-08-14,Summarization,3322,4
2022-08-15,Generation,6496,3
2022-08-15,Embedding,1722,2
2022-08-15,Summarization,3616,3
2022-08-16,Generation,6529,4
2022-08-16,Embedding,1689,3
2022-08-16,Summarization,3964,3
2022-08-17,Generation,7196,3
2022-08-17,Embedding,1767,3
2022-08-17,Summarization,3375,1
2022-08-18,Generation,6124,2
2022-08-18,Embedding,1716,1
2022-08-18,Summarization,3480,1
2022-08-19,Generation,6729,3
2022-08-19,Embedding,1694,1
2022-08-19,Summarization,3101,3
2022-08-20,Generation,6923,5
2022-08-20,Embedding,1634,3
2022-08-20,Summarization,3664,3
2022-08-21,Generation,6423,2
2022-08-21,Embedding,1653,2
2022-08-21,Summarization,3190,2
2022-08-22,Generation,6591,1
2022-08-22,Embedding,1788,3
2022-08-22,Summarization,3384,2
2022-08-23,Generation,6748,4
2022-08-23,Embedding,1537,2
2022-08-23,Summarization,3201,4
2022-08-24,Generation,6652,2
2022-08-24,Embedding,1551,3
2022-08-24,Summarization,3334,4
2022-08-25,Generation,6943,2
2022-08-25,Embedding,1621,2
2022-08-25,Summarization,3131,2
2022-08-26,Generation,6736,3
2022-08-26,Embedding,1874,5
2022-08-26,Summarization,3228,2
2022-08-27,Generation,6703,2
2022-08-27,Embedding,1636,4
2022-08-27,Summarization,3110,4
2022-08-28,Generation,7240,3
2022-08-28,Embedding,1708,4
2022-08-28,Summarization,3425,4
2022-08-29,Generation,7100,5
2022-08-29,Embedding,1481,3
2022-08-29,Summarization,3322,5
2022-08-30,Generation,6967,5
2022-08-30,Embedding,1713,1
2022-08-30,Summarization,3272,1
2022-08-31,Generation,7018,4
2022-08-31,Embedding,1466,1
2022-08-31,Summarization,2816,1
2022-09-01,Generation,7235,3
2022-09-01,Embedding,1727,3
2022-09-01,Summarization,3826,3
2022-09-02,Generation,7789,4
2022-09-02,Embedding,1347,3
2022-09-02,Summarization,3013,2
2022-09-03,Generation,6887,4
2022-09-03,Embedding,1603,1
2022-09-03,Summarization,3318,3
2022-09-04,Generation,6514,1
2022-09-04,Embedding,1599,3
2022-09-04,Summarization,3647,4
2022-09-05,Generation,6946,4
2022-09-05,Embedding,1764,2
2022-09-05,Summarization,3428,1
2022-09-06,Generation,7204,3
2022-09-06,Embedding,1625,3
2022-09-06,Summarization,3883,2
2022-09-07,Generation,6863,1
2022-09-07,Embedding,1585,2
2022-09-07,Summarization,4014,1
2022-09-08,Generation,7095,2
2022-09-08,Embedding,1656,2
2022-09-08,Summarization,3185,5
2022-09-09,Generation,6788,3
2022-09-09,Embedding,1798,2
2022-09-09,Summarization,3027,2
2022-09-10,Generation,6544,3
2022-09-10,Embedding,1666,3
2022-09-10,Summarization,3393,2
2022-09-11,Generation,7346,3
2022-09-11,Embedding,1748,2
2022-09-11,Summarization,3459,5
2022-09-12,Generation,6508,3
2022-09-12,Embedding,1513,4
2022-09-12,Summarization,3047,3
2022-09-13,Generation,6648,1
2022-09-13,Embedding,1627,5
2022-09-13,Summarization,2913,1
2022-09-14,Generation,6807,5
2022-09-14,Embedding,1867,5
2022-09-14,Summarization,2989,1
2022-09-15,Generation,6930,4
2022-09-15,Embedding,1661,1
2022-09-15,Summarization,2855,1
2022-09-16,Generation,6724,1
2022-09-16,Embedding,1785,3
2022-09-16,Summarization,3234,4
2022-09-17,Generation,7207,2
2022-09-17,Embedding,1696,2
2022-09-17,Summarization,3316,4
2022-09-18,Generation,7025,4
2022-09-18,Embedding,1712,4
2022-09-18,Summarization,3066,2
2022-09-19,Generation,7444,4
2022-09-19,Embedding,1729,2
2022-09-19,Summarization,3369,2
2022-09-20,Generation,7042,5
2022-09-20,Embedding,1660,5
2022-09-20,Summarization,2754,3
2022-09-21,Generation,6727,2
2022-09-21,Embedding,1688,2
2022-09-21,Summarization,3105,4
2022-09-22,Generation,6774,2
2022-09-22,Embedding,1746,3
2022-09-22,Summarization,2853,4
2022-09-23,Generation,7534,4
2022-09-23,Embedding,1567,3
2022-09-23,Summarization,2802,1
2022-09-24,Generation,6811,2
2022-09-24,Embedding,1616,2
2022-09-24,Summarization,3354,3
2022-09-25,Generation,6759,1
2022-09-25,Embedding,1822,3
2022-09-25,Summarization,3361,2
2022-09-26,Generation,7480,1
2022-09-26,Embedding,1660,5
2022-09-26,Summarization,3373,1
2022-09-27,Generation,6417,4
2022-09-27,Embedding,1699,2
2022-09-27,Summarization,2957,2
2022-09-28,Generation,6967,1
2022-09-28,Embedding,1765,4
2022-09-28,Summarization,3125,4
2022-09-29,Generation,6826,1
2022-09-29,Embedding,1566,1
2022-09-29,Summarization,3350,5
2022-09-30,Generation,6927,1
2022-09-30,Embedding,1795,3
2022-09-30,Summarization,3121,2
2022-10-01,Generation,6761,1
2022-10-01,Embedding,1710,3
2022-10-01,Summarization,2687,5
2022-10-02,Generation,7170,3
2022-10-02,Embedding,1661,1
2022-10-02,Summarization,2833,4
2022-10-03,Generation,6696,2
2022-10-03,Embedding,1753,4
2022-10-03,Summarization,3027,3
2022-10-04,Generation,7721,3
2022-10-04,Embedding,1790,2
2022-10-04,Summarization,3344,3
2022-10-05,Generation,6876,1
2022-10-05,Embedding,1878,3
2022-10-05,Summarization,3336,1
2022-10-06,Generation,7324,2
2022-10-06,Embedding,1846,1
2022-10-06,Summarization,2740,4
2022-10-07,Generation,6732,5
2022-10-07,Embedding,1756,3
2022-10-07,Summarization,2737,3
2022-10-08,Generation,6960,5
2022-10-08,Embedding,1603,1
2022-10-08,Summarization,3399,2
2022-10-09,Generation,7173,1
2022-10-09,Embedding,1748,3
2022-10-09,Summarization,3139,4
2022-10-10,Generation,6749,3
2022-10-10,Embedding,1726,3
2022-10-10,Summarization,2710,2
2022-10-11,Generation,7112,5
2022-10-11,Embedding,1764,1
2022-10-11,Summarization,3218,1
2022-10-12,Generation,7608,1
2022-10-12,Embedding,1691,2
2022-10-12,Summarization,2813,3
2022-10-13,Generation,7191,2
2022-10-13,Embedding,1714,3
2022-10-13,Summarization,2458,4
2022-10-14,Generation,6959,3
2022-10-14,Embedding,1648,2
2022-10-14,Summarization,3434,4
2022-10-15,Generation,6693,3
2022-10-15,Embedding,1737,1
2022-10-15,Summarization,3166,3
2022-10-16,Generation,7112,4
2022-10-16,Embedding,1960,1
2022-10-16,Summarization,2721,2
2022-10-17,Generation,6827,5
2022-10-17,Embedding,1782,2
2022-10-17,Summarization,3031,3
2022-10-18,Generation,7163,3
2022-10-18,Embedding,1709,1
2022-10-18,Summarization,2465,2
2022-10-19,Generation,7412,1
2022-10-19,Embedding,1781,1
2022-10-19,Summarization,3006,1
2022-10-20,Generation,6951,5
2022-10-20,Embedding,1823,1
2022-10-20,Summarization,3103,3
2022-10-21,Generation,7142,4
2022-10-21,Embedding,1697,3
2022-10-21,Summarization,3124,3
2022-10-22,Generation,6795,4
2022-10-22,Embedding,1672,5
2022-10-22,Summarization,2884,1
2022-10-23,Generation,7051,1
2022-10-23,Embedding,1814,1
2022-10-23,Summarization,2969,2
2022-10-24,Generation,7360,3
2022-10-24,Embedding,1790,1
2022-10-24,Summarization,2925,4
2022-10-25,Generation,6256,4
2022-10-25,Embedding,1566,1
2022-10-25,Summarization,3028,2
2022-10-26,Generation,7090,5
2022-10-26,Embedding,1559,3
2022-10-26,Summarization,2917,5
2022-10-27,Generation,7133,4
2022-10-27,Embedding,1712,2
2022-10-27,Summarization,3249,1
2022-10-28,Generation,7115,2
2022-10-28,Embedding,1728,3
2022-10-28,Summarization,2660,2
2022-10-29,Generation,7316,5
2022-10-29,Embedding,1873,3
2022-10-29,Summarization,2642,3
2022-10-30,Generation,6964,1
2022-10-30,Embedding,1714,1
2022-10-30,Summarization,3058,4
2022-10-31,Generation,7494,2
2022-10-31,Embedding,1783,1
2022-10-31,Summarization,2969,1
2022-11-01,Generation,7176,2
2022-11-01,Embedding,1893,2
2022-11-01,Summarization,3030,2
2022-11-02,Generation,7116,2
2022-11-02,Embedding,1729,1
2022-11-02,Summarization,3164,4
2022-11-03,Generation,7327,1
2022-11-03,Embedding,1656,2
2022-11-03,Summarization,2813,3
2022-11-04,Generation,7183,1
2022-11-04,Embedding,1720,1
2022-11-04,Summarization,2771,2
2022-11-05,Generation,7094,5
2022-11-05,Embedding,1986,1
2022-11-05,Summarization,3051,3
2022-11-06,Generation,7276,5
2022-11-06,Embedding,1700,5
2022-11-06,Summarization,3424,1
2022-11-07,Generation,7334,2
2022-11-07,Embedding,1876,1
2022-11-07,Summarization,3004,2
2022-11-08,Generation,6748,1
2022-11-08,Embedding,1905,3
2022-11-08,Summarization,3011,4
2022-11-09,Generation,6942,4
2022-11-09,Embedding,1792,1
2022-11-09,Summarization,3067,3
2022-11-10,Generation,7619,3
2022-11-10,Embedding,1700,3
2022-11-10,Summarization,2651,1
2022-11-11,Generation,7042,5
2022-11-11,Embedding,1715,4
2022-11-11,Summarization,2988,3
2022-11-12,Generation,7371,4
2022-11-12,Embedding,1816,3
2022-11-12,Summarization,3311,1
2022-11-13,Generation,7310,2
2022-11-13,Embedding,1749,2
2022-11-13,Summarization,2882,1
2022-11-14,Generation,7295,4
2022-11-14,Embedding,1610,2
2022-11-14,Summarization,3118,1
2022-11-15,Generation,6517,1
2022-11-15,Embedding,1804,2
2022-11-15,Summarization,3313,1
2022-11-16,Generation,7311,5
2022-11-16,Embedding,1560,2
2022-11-16,Summarization,3351,5
2022-11-17,Generation,7172,4
2022-11-17,Embedding,1854,5
2022-11-17,Summarization,3365,1
2022-11-18,Generation,7300,3
2022-11-18,Embedding,1744,3
2022-11-18,Summarization,2917,2
2022-11-19,Generation,7504,1
2022-11-19,Embedding,1734,1
2022-11-19,Summarization,3185,1
2022-11-20,Generation,7356,3
2022-11-20,Embedding,1667,3
2022-11-20,Summarization,3141,2
2022-11-21,Generation,7181,5
2022-11-21,Embedding,1721,1
2022-11-21,Summarization,3177,4
2022-11-22,Generation,7213,4
2022-11-22,Embedding,1801,1
2022-11-22,Summarization,3325,5
2022-11-23,Generation,6712,4
2022-11-23,Embedding,1648,4
2022-11-23,Summarization,3684,4
2022-11-24,Generation,7563,4
2022-11-24,Embedding,1835,2
2022-11-24,Summarization,3115,3
2022-11-25,Generation,7363,2
2022-11-25,Embedding,1845,2
2022-11-25,Summarization,3466,1
2022-11-26,Generation,7133,5
2022-11-26,Embedding,1836,1
2022-11-26,Summarization,3281,1
2022-11-27,Generation,7425,1
2022-11-27,Embedding,1690,3
2022-11-27,Summarization,3232,1
2022-11-28,Generation,7492,5
2022-11-28,Embedding,1771,1
2022-11-28,Summarization,2960,4
2022-11-29,Generation,7393,5
2022-11-29,Embedding,1792,3
2022-11-29,Summarization,3153,2
2022-11-30,Generation,6982,2
2022-11-30,Embedding,1864,3
2022-11-30,Summarization,3323,2
2022-12-01,Generation,7617,3
2022-12-01,Embedding,1718,1
2022-12-01,Summarization,3288,3
2022-12-02,Generation,6832,2
2022-12-02,Embedding,1684,1
2022-12-02,Summarization,3313,4
2022-12-03,Generation,7463,2
2022-12-03,Embedding,1695,1
2022-12-03,Summarization,3259,1
2022-12-04,Generation,7083,5
2022-12-04,Embedding,1676,3
2022-12-04,Summarization,2962,4
2022-12-05,Generation,7249,2
2022-12-05,Embedding,1768,2
2022-12-05,Summarization,2981,4
2022-12-06,Generation,7855,2
2022-12-06,Embedding,1536,3
2022-12-06,Summarization,3094,2
2022-12-07,Generation,7375,2
2022-12-07,Embedding,1768,3
2022-12-07,Summarization,3399,1
2022-12-08,Generation,7503,4
2022-12-08,Embedding,1691,3
2022-12-08,Summarization,3103,2
2022-12-09,Generation,7246,2
2022-12-09,Embedding,1739,2
2022-12-09,Summarization,3700,4
2022-12-10,Generation,7166,5
2022-12-10,Embedding,1765,1
2022-12-10,Summarization,3364,1
2022-12-11,Generation,7107,1
2022-12-11,Embedding,1783,1
2022-12-11,Summarization,3374,3
2022-12-12,Generation,7872,5
2022-12-12,Embedding,1787,2
2022-12-12,Summarization,3131,3
2022-12-13,Generation,7763,5
2022-12-13,Embedding,1552,4
2022-12-13,Summarization,3243,4
2022-12-14,Generation,7143,1
2022-12-14,Embedding,1589,3
2022-12-14,Summarization,3139,3
2022-12-15,Generation,7440,1
2022-12-15,Embedding,1808,2
2022-12-15,Summarization,3322,4
2022-12-16,Generation,6741,5
2022-12-16,Embedding,1769,1
2022-12-16,Summarization,3466,4
2022-12-17,Generation,7786,5
2022-12-17,Embedding,1748,2
2022-12-17,Summarization,3138,2
2022-12-18,Generation,7542,3
2022-12-18,Embedding,1851,4
2022-12-18,Summarization,3559,4
2022-12-19,Generation,6718,2
2022-12-19,Embedding,1669,3
2022-12-19,Summarization,3309,2
2022-12-20,Generation,7686,5
2022-12-20,Embedding,1733,1
2022-12-20,Summarization,3064,4
2022-12-21,Generation,6897,3
2022-12-21,Embedding,1758,5
2022-12-21,Summarization,3741,2
2022-12-22,Generation,7355,1
2022-12-22,Embedding,1817,5
2022-12-22,Summarization,2646,4
2022-12-23,Generation,7713,5
2022-12-23,Embedding,1787,3
2022-12-23,Summarization,3606,3
2022-12-24,Generation,7411,1
2022-12-24,Embedding,1786,3
2022-12-24,Summarization,3440,1
2022-12-25,Generation,7305,2
2022-12-25,Embedding,1827,1
2022-12-25,Summarization,3006,3
2022-12-26,Generation,7761,1
2022-12-26,Embedding,1818,1
2022-12-26,Summarization,3094,1
2022-12-27,Generation,7801,5
2022-12-27,Embedding,1949,3
2022-12-27,Summarization,3524,3
2022-12-28,Generation,7011,4
2022-12-28,Embedding,1777,2
2022-12-28,Summarization,3373,2
2022-12-29,Generation,7277,2
2022-12-29,Embedding,1913,4
2022-12-29,Summarization,3610,1
2022-12-30,Generation,7017,5
2022-12-30,Embedding,1715,3
2022-12-30,Summarization,3032,3
2022-12-31,Generation,7131,3
2022-12-31,Embedding,1860,1
2022-12-31,Summarization,3552,1
2023-01-01,Generation,7178,2
2023-01-01,Embedding,1605,2
2023-01-01,Summarization,3058,1
2023-01-02,Generation,7608,1
2023-01-02,Embedding,2167,1
2023-01-02,Summarization,3138,3
2023-01-03,Generation,7012,3
2023-01-03,Embedding,1705,3
2023-01-03,Summarization,3705,5
2023-01-04,Generation,6527,1
2023-01-04,Embedding,1763,2
2023-01-04,Summarization,2872,1
2023-01-05,Generation,7384,2
2023-01-05,Embedding,1726,3
2023-01-05,Summarization,3327,3
2023-01-06,Generation,6771,2
2023-01-06,Embedding,1890,1
2023-01-06,Summarization,3349,2
2023-01-07,Generation,7158,4
2023-01-07,Embedding,1746,3
2023-01-07,Summarization,3165,3
2023-01-08,Generation,7524,4
2023-01-08,Embedding,1968,1
2023-01-08,Summarization,3528,4
2023-01-09,Generation,7545,1
2023-01-09,Embedding,1827,3
2023-01-09,Summarization,3678,1
2023-01-10,Generation,7596,3
2023-01-10,Embedding,1671,3
2023-01-10,Summarization,3231,2
2023-01-11,Generation,7643,5
2023-01-11,Embedding,1839,3
2023-01-11,Summarization,3473,2
2023-01-12,Generation,7209,3
2023-01-12,Embedding,1787,1
2023-01-12,Summarization,3147,4
2023-01-13,Generation,7377,3
2023-01-13,Embedding,1891,3
2023-01-13,Summarization,3760,3
2023-01-14,Generation,7491,1
2023-01-14,Embedding,1790,2
2023-01-14,Summarization,3238,2
2023-01-15,Generation,7633,3
2023-01-15,Embedding,1771,1
2023-01-15,Summarization,3297,2
2023-01-16,Generation,7842,5
2023-01-16,Embedding,1603,3
2023-01-16,Summarization,3727,4
2023-01-17,Generation,7987,1
2023-01-17,Embedding,1755,3
2023-01-17,Summarization,3189,1
2023-01-18,Generation,8004,5
2023-01-18,Embedding,1896,4
2023-01-18,Summarization,3300,1
2023-01-19,Generation,7084,1
2023-01-19,Embedding,1877,4
2023-01-19,Summarization,3167,2
2023-01-20,Generation,7779,5
2023-01-20,Embedding,1913,2
2023-01-20,Summarization,3797,3
2023-01-21,Generation,7574,2
2023-01-21,Embedding,1874,2
2023-01-21,Summarization,3685,1
2023-01-22,Generation,7676,3
2023-01-22,Embedding,1953,3
2023-01-22,Summarization,3964,5
2023-01-23,Generation,7368,5
2023-01-23,Embedding,1817,3
2023-01-23,Summarization,3426,2
2023-01-24,Generation,7670,2
2023-01-24,Embedding,1822,3
2023-01-24,Summarization,3718,1
2023-01-25,Generation,7729,2
2023-01-25,Embedding,1745,2
2023-01-25,Summarization,3674,2
2023-01-26,Generation,7623,5
2023-01-26,Embedding,1837,3
2023-01-26,Summarization,4051,4
2023-01-27,Generation,7838,1
2023-01-27,Embedding,1832,3
2023-01-27,Summarization,3732,2
2023-01-28,Generation,7296,4
2023-01-28,Embedding,1882,2
2023-01-28,Summarization,3172,3
2023-01-29,Generation,7440,5
2023-01-29,Embedding,1983,1
